House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
2,Clark Landing,Max,Harvey,51,Head,Single,Male,Water engineer,None,Methodist
2,Clark Landing,Nicola,Perry,19,None,Single,Female,University Student,None,Christian
2,Clark Landing,Francesca,Hill,46,None,Single,Female,Acupuncturist,None,None
3,Clark Landing,Bryan,Jones,63,Head,Single,Male,Unemployed,None,Christian
4,Clark Landing,Pauline,Bennett,89,Head,Married,Female,"Retired Copywriter, advertising",None,Christian
4,Clark Landing,Stanley,Bennett,88,Husband,Married,Male,Retired Chartered certified accountant,None,Christian
5,Clark Landing,Dorothy,Jones,21,Head,Single,Female,University Student,None,None
6,Clark Landing,Katie,Clark,39,Head,Single,Female,"Engineer, structural",None,None
7,Clark Landing,Timothy,Carter,72,Head,Divorced,Male,Retired Clinical psychologist,None,Christian
8,Clark Landing,Valerie,Evans,34,Head,Single,Female,Unemployed,None,Christian
9,Clark Landing,Georgina,Cross,75,Head,Married,Female,Retired Theatre director,None,None
9,Clark Landing,Jonathan,Cross,73,Husband,Married,Male,Retired Local government officer,None,None
10,Clark Landing,Ellie,Thompson,42,Head,Divorced,Female,Fashion designer,None,Christian
11,Clark Landing,Lee,Byrne,27,Head,Single,Male,Furniture conservator/restorer,None,None
12,Clark Landing,Dennis,Fox,79,Head,Divorced,Male,Retired Actuary,None,Jewish
13,Clark Landing,Charlie,Daniels,62,Head,Single,Male,Conference centre manager,None,Catholic
13,Clark Landing,Sophie,Smith,60,Partner,Single,Female,"Producer, radio",None,Catholic
14,Clark Landing,Kenneth,Nicholls,37,Head,Married,Male,Secondary school teacher,None,Christian
14,Clark Landing,Kim,Nicholls,35,Wife,Married,Female,"Civil engineer, consulting",None,Christian
15,Clark Landing,Carolyn,Lee,70,Head,Married,Female,Retired Newspaper journalist,None,Methodist
15,Clark Landing,Garry,Lee,69,Husband,Married,Male,"Retired Engineer, energy",None,None
16,Clark Landing,Julie,Daly,74,Head,Widowed,Female,"Retired Engineer, materials",None,Christian
17,Clark Landing,Maurice,Austin,53,Head,Married,Male,Chartered legal executive (England and Wales),None,None
17,Clark Landing,Pauline,Austin,50,Wife,Married,Female,Health physicist,None,None
18,Clark Landing,Geraldine,Scott,58,Head,Single,Female,Proofreader,None,Christian
18,Clark Landing,Mark,Stephens,57,Partner,Single,Male,"Lighting technician, broadcasting/film/video",None,None
18,Clark Landing,Karl,Scott,20,Son,Divorced,Male,University Student,None,None
18,Clark Landing,Janet,Scott,6,Daughter,NA,Female,Student,None,NA
19,Clark Landing,Leigh,Smith,30,Head,Single,Male,Unemployed,None,None
20,Clark Landing,Olivia,Lamb,56,Head,Single,Female,Engineering geologist,None,Christian
20,Clark Landing,Dominic,Smith,57,None,Single,Male,Haematologist,None,Methodist
21,Clark Landing,Julia,Wilson,61,Head,Divorced,Female,"Civil engineer, consulting",None,Christian
22,Clark Landing,Dale,Davies,63,Head,Single,Male,Unemployed,None,Christian
22,Clark Landing,Victoria,Jackson,61,Partner,Single,Female,"Surveyor, building control",None,Christian
1,Mill Rapids,Kayleigh,Taylor,18,Head,Divorced,Female,Student,None,NA
2,Mill Rapids,Rosemary,Rees,79,Head,Married,Female,Retired IT trainer,None,Christian
2,Mill Rapids,Thomas,Rees,80,Husband,Married,Male,"Retired Therapist, sports",None,None
3,Mill Rapids,Allan,Smith,46,Head,Married,Male,"Journalist, newspaper",None,Christian
3,Mill Rapids,Donna,Smith,43,Wife,Married,Female,"Therapist, horticultural",None,None
4,Mill Rapids,Clifford,Burns,48,Head,Married,Male,Astronomer,None,Christian
4,Mill Rapids,Vanessa,Burns,47,Wife,Married,Female,Surgeon,None,Christian
5,Mill Rapids,Pamela,Birch,46,Head,Single,Female,Trade union research officer,None,None
5,Mill Rapids,Jamie,Begum,50,Partner,Single,Male,Child psychotherapist,None,None
5,Mill Rapids,Edward,Birch,25,Son,Single,Male,Mudlogger,None,None
5,Mill Rapids,Julia,Birch,22,Daughter,Single,Female,Broadcast presenter,None,None
5,Mill Rapids,Dylan,Birch,16,Son,NA,Male,Student,None,NA
6,Mill Rapids,Jamie,Wilson,55,Head,Single,Male,"Designer, ceramics/pottery",None,Methodist
6,Mill Rapids,Catherine,Wilson,15,Granddaughter,NA,Female,Student,None,NA
1,Decemberthorpe Street,Abigail,Chamberlain,29,Head,Single,Female,Chartered public finance accountant,None,None
1,Decemberthorpe Street,Brandon,Smith,28,Partner,Single,Male,"Radiographer, diagnostic",None,None
2,Decemberthorpe Street,Alexandra,Fowler,53,Head,Divorced,Female,"Development worker, international aid",Blind,Methodist
3,Decemberthorpe Street,Donna,Smith,48,Head,Single,Female,Ship broker,None,Methodist
3,Decemberthorpe Street,Samuel,Reynolds,47,Partner,Single,Male,"Solicitor, Scotland",None,None
3,Decemberthorpe Street,Donna,Smith,4,Daughter,NA,Female,Child,None,NA
4,Decemberthorpe Street,Brian,Chadwick,36,Head,Single,Male,Exhibition designer,None,Catholic
5,Decemberthorpe Street,Lynda,Singh,42,Head,Married,Female,"Administrator, local government",None,None
5,Decemberthorpe Street,Toby,Singh,44,Husband,Married,Male,Prison officer,None,None
5,Decemberthorpe Street,Sylvia,Singh,12,Daughter,NA,Female,Student,None,NA
6,Decemberthorpe Street,Geoffrey,Smith,39,Head,Married,Male,Community development worker,None,None
6,Decemberthorpe Street,Carly,Smith,38,Wife,Married,Female,Education administrator,None,None
6,Decemberthorpe Street,Sam,Smith,16,Son,NA,Male,Student,None,NA
7,Decemberthorpe Street,Dean,Newman,45,Head,Married,Male,"Administrator, education",None,Christian
7,Decemberthorpe Street,Kathleen,Newman,46,Wife,Married,Female,Forensic scientist,None,None
7,Decemberthorpe Street,Amy,Newman,10,Daughter,NA,Female,Student,None,NA
7,Decemberthorpe Street,Philip,Newman,3,Son,NA,Male,Child,None,NA
8,Decemberthorpe Street,Kenneth,Gardner,60,Head,Married,Male,Plant breeder/geneticist,None,Methodist
8,Decemberthorpe Street,Ellie,White,62,Wife,Married,Female,"Scientist, biomedical",None,Methodist
8,Decemberthorpe Street,Paige,Gardner,33,Daughter,Single,Female,Clinical cytogeneticist,None,Methodist
9,Decemberthorpe Street,Gerald,Patterson,42,Head,Single,Male,Quarry manager,None,Catholic
9,Decemberthorpe Street,Albert,Harper,27,None,Single,Male,Dramatherapist,None,None
9,Decemberthorpe Street,Victoria,Young,57,None,Single,Female,Museum education officer,None,None
10,Decemberthorpe Street,Ashleigh,Holmes,38,Head,Single,Female,"Production assistant, television",None,Methodist
10,Decemberthorpe Street,Mitchell,Willis,15,Son,NA,Male,Student,None,NA
10,Decemberthorpe Street,Carl,Willis,9,Son,NA,Male,Student,None,NA
11,Decemberthorpe Street,Frances,Humphreys-Chapman,42,Head,Married,Female,"Designer, textile",None,Catholic
11,Decemberthorpe Street,Karl,Crawford,44,Husband,Married,Male,"Editor, film/video",None,Catholic
11,Decemberthorpe Street,Kathleen,Humphreys-Chapman,9,Daughter,NA,Female,Student,None,NA
12,Decemberthorpe Street,Victoria,Clark,44,Head,Married,Female,"Lighting technician, broadcasting/film/video",None,Catholic
12,Decemberthorpe Street,Louis,Clark,43,Husband,Married,Male,"Engineer, electronics",None,Catholic
12,Decemberthorpe Street,Stephen,Clark,16,Son,NA,Male,Student,None,NA
13,Decemberthorpe Street,Bruce,Graham,49,Head,Divorced,Male,Historic buildings inspector/conservation officer,None,Catholic
13,Decemberthorpe Street,Eric,Talbot,14,Step-Son,NA,Male,Student,None,NA
13,Decemberthorpe Street,Chelsea,Talbot,13,Step-Daughter,NA,Female,Student,None,NA
13,Decemberthorpe Street,Damien,Talbot,13,Step-Son,NA,Male,Student,None,NA
14,Decemberthorpe Street,Marie,Thomas,65,Head,Married,Female,"Engineer, civil (consulting)",None,Christian
14,Decemberthorpe Street,Darren,Thomas,69,Husband,Married,Male,Retired Soil scientist,None,Christian
14,Decemberthorpe Street,Sian,Thomas,28,Daughter,Single,Female,Music therapist,None,Christian
14,Decemberthorpe Street,Sharon,Thomas,27,Daughter,Single,Female,Accounting technician,None,None
14,Decemberthorpe Street,Oliver,Thomas,22,Son,Divorced,Male,University Student,None,Christian
15,Decemberthorpe Street,Lydia,Johnson,48,Head,Married,Female,Automotive engineer,None,Catholic
15,Decemberthorpe Street,Leonard,Johnson,50,Husband,Married,Male,Occupational hygienist,None,None
15,Decemberthorpe Street,Craig,Johnson,17,Son,NA,Male,Student,None,NA
16,Decemberthorpe Street,Annette,Green,36,Head,Widowed,Female,Technical author,None,None
16,Decemberthorpe Street,Zoe,Green,20,Daughter,Single,Female,University Student,None,None
16,Decemberthorpe Street,Georgia,Green,20,Daughter,Single,Female,University Student,None,None
16,Decemberthorpe Street,Charles,Green,17,Son,NA,Male,Student,None,NA
17,Decemberthorpe Street,Roy,O'Sullivan,23,Head,Single,Male,"Scientist, audiological",None,Methodist
18,Decemberthorpe Street,Jasmine,Martin,45,Head,Divorced,Female,Armed forces training and education officer,None,None
18,Decemberthorpe Street,Kieran,Martin,11,Son,NA,Male,Student,None,NA
18,Decemberthorpe Street,Teresa,Martin,8,Daughter,NA,Female,Student,None,NA
18,Decemberthorpe Street,Vanessa,Martin,8,Daughter,NA,Female,Student,None,NA
18,Decemberthorpe Street,Sylvia,Martin,6,Daughter,NA,Female,Student,None,NA
19,Decemberthorpe Street,Jake,Ferguson,38,Head,Single,Male,Consulting civil engineer,None,Catholic
19,Decemberthorpe Street,Julie,Johnson,39,None,Single,Female,Rural practice surveyor,None,Christian
19,Decemberthorpe Street,Victoria,Evans,56,None,Single,Female,Accounting technician,None,Christian
20,Decemberthorpe Street,Ann,Barker,47,Head,Married,Female,"Engineer, manufacturing",None,Methodist
20,Decemberthorpe Street,Jason,Barker,54,Husband,Married,Male,Newspaper journalist,None,Methodist
21,Decemberthorpe Street,Geoffrey,Warren,69,Head,Divorced,Male,Retired Fitness centre manager,None,None
22,Decemberthorpe Street,Lydia,Ward,51,Head,Married,Female,Research scientist (life sciences),None,Methodist
22,Decemberthorpe Street,Cameron,Ward,54,Husband,Married,Male,"Therapist, drama",None,None
22,Decemberthorpe Street,Lydia,Power-Ward,16,Daughter,NA,Female,Student,None,NA
23,Decemberthorpe Street,Olivia,James,37,Head,Divorced,Female,Brewing technologist,None,Christian
24,Decemberthorpe Street,Kenneth,Summers,40,Head,Single,Male,"Accountant, chartered",None,Christian
25,Decemberthorpe Street,Shane,Peters,73,Head,Married,Male,Unemployed,None,Christian
25,Decemberthorpe Street,Marian,Peters,70,Wife,Married,Female,Retired Psychiatric nurse,None,None
25,Decemberthorpe Street,Kayleigh,Peters,3,Granddaughter,NA,Female,Child,None,NA
26,Decemberthorpe Street,Maria,Hayes,46,Head,Married,Female,Secondary school teacher,None,Catholic
26,Decemberthorpe Street,Carl,Moss,50,Husband,Married,Male,Further education lecturer,None,Catholic
26,Decemberthorpe Street,Marc,Hayes,16,Son,NA,Male,Student,None,NA
27,Decemberthorpe Street,Elaine,Butler,33,Head,Widowed,Female,Contracting civil engineer,None,None
27,Decemberthorpe Street,William,Butler,1,Son,NA,Male,Child,None,NA
27,Decemberthorpe Street,Rita,Mistry,33,Lodger,Single,Female,"Accountant, chartered management",None,None
27,Decemberthorpe Street,Suzanne,Mason,42,Lodger,Widowed,Female,Patent examiner,None,None
27,Decemberthorpe Street,Christine,Henderson,30,Lodger,Single,Female,Midwife,None,None
28,Decemberthorpe Street,Julia,Green,24,Head,Married,Female,"Horticulturist, amenity",None,None
28,Decemberthorpe Street,Simon,Green,26,Husband,Married,Male,Civil Service fast streamer,None,None
28,Decemberthorpe Street,Leah,Green,6,Daughter,NA,Female,Student,None,NA
29,Decemberthorpe Street,Shirley,Clarke,36,Head,Married,Female,Catering manager,None,None
29,Decemberthorpe Street,Samuel,Clarke,36,Husband,Married,Male,"Producer, radio",None,None
29,Decemberthorpe Street,Aimee,Clarke,17,Daughter,NA,Female,Student,None,NA
30,Decemberthorpe Street,Paige,Bell,47,Head,Divorced,Female,Unemployed,None,Methodist
30,Decemberthorpe Street,Edward,Bell,21,Son,Divorced,Male,University Student,None,None
30,Decemberthorpe Street,Conor,Bell,19,Son,Single,Male,University Student,None,Methodist
1,Miller Road,Bryan,Palmer,74,Head,Married,Male,Unemployed,None,Christian
1,Miller Road,Pamela,Palmer,71,Wife,Married,Female,Retired Quantity surveyor,None,Christian
2,Miller Road,Jane,Wood,65,Head,Married,Female,"Engineer, petroleum",None,Christian
2,Miller Road,Edward,Wood,69,Husband,Married,Male,"Retired Engineer, land",None,None
2,Miller Road,Barbara,Wood,36,Daughter,Divorced,Female,Freight forwarder,None,Christian
2,Miller Road,Annette,Wood,33,Daughter,Single,Female,Unemployed,None,None
3,Miller Road,Paige,Black,48,Head,Married,Female,Armed forces operational officer,None,Catholic
3,Miller Road,Nigel,Black,55,Husband,Married,Male,Medical sales representative,None,Catholic
3,Miller Road,Rachel,Black,15,Daughter,NA,Female,Student,None,NA
4,Miller Road,Damian,Gallagher,63,Head,Single,Male,"Engineer, manufacturing systems",None,Christian
4,Miller Road,Amy,Parkinson,65,Partner,Single,Female,Firefighter,None,Christian
5,Miller Road,Catherine,Ellis,28,Head,Single,Female,Unemployed,None,None
5,Miller Road,Conor,Ellis,3,Son,NA,Male,Child,None,NA
5,Miller Road,Nicole,Ellis,3,Daughter,NA,Female,Child,None,NA
5,Miller Road,Charlie,Hunt,56,Lodger,Single,Male,Minerals surveyor,None,Christian
6,Miller Road,Joanne,Murray,55,Head,Single,Female,"Surveyor, building",None,None
6,Miller Road,Norman,Collier,28,None,Single,Male,"Therapist, sports",None,Catholic
6,Miller Road,Denise,Turner,18,None,Single,Female,Student,None,NA
7,Miller Road,Elizabeth,Harris,36,Head,Divorced,Female,Unemployed,None,None
7,Miller Road,Emma,Harris,7,Daughter,NA,Female,Student,None,NA
7,Miller Road,Glen,Harris,4,Son,NA,Male,Child,None,NA
7,Miller Road,Francis,Harris,2,Son,NA,Male,Child,None,NA
7,Miller Road,Josephine,Rowley,55,Lodger,Single,Female,"Editor, commissioning",None,None
8,Miller Road,Janet,Briggs,52,Head,Married,Female,Dietitian,Physical Disability,Catholic
8,Miller Road,Lewis,Briggs,53,Husband,Married,Male,Unemployed,None,Catholic
8,Miller Road,Lisa,Briggs,21,Daughter,Single,Female,Engineering geologist,None,None
8,Miller Road,Victoria,Briggs,21,Daughter,Divorced,Female,University Student,None,Catholic
8,Miller Road,Charles,Briggs,8,Son,NA,Male,Student,None,NA
9,Miller Road,Lisa,Bevan,35,Head,Divorced,Female,Unemployed,None,None
9,Miller Road,Sandra,Bevan,5,Daughter,NA,Female,Student,None,NA
9,Miller Road,Dean,Bevan,3,Son,NA,Male,Child,None,NA
10,Miller Road,Carolyn,Smith,41,Head,Married,Female,"Radiographer, diagnostic",None,None
10,Miller Road,Alex,Smith,42,Husband,Married,Male,"Restaurant manager, fast food",None,None
10,Miller Road,Kevin,Smith,14,Son,NA,Male,Student,None,NA
11,Miller Road,Josephine,Thomas,50,Head,Married,Female,Nature conservation officer,None,Catholic
11,Miller Road,Jack,Thomas,52,Husband,Married,Male,Risk analyst,None,Catholic
11,Miller Road,Sally,Thomas,14,Daughter,NA,Female,Student,None,NA
12,Miller Road,Molly,Williams,55,Head,Divorced,Female,Unemployed,None,Christian
12,Miller Road,Martin,Williams,17,Son,NA,Male,Student,None,NA
12,Miller Road,Megan,Williams,15,Daughter,NA,Female,Student,None,NA
12,Miller Road,Beverley,Williams,11,Daughter,NA,Female,Student,None,NA
12,Miller Road,Janice,Williams,7,Daughter,NA,Female,Student,None,NA
13,Miller Road,Frances,Wade,72,Head,Married,Female,"Retired Engineer, materials",None,Methodist
13,Miller Road,Mohamed,Wade,74,Husband,Married,Male,"Retired Surveyor, rural practice",Unknown Infection,Methodist
13,Miller Road,Adrian,Wade,33,Son,Single,Male,Unemployed,None,None
14,Miller Road,Ashleigh,Mitchell,31,Head,Single,Female,Web designer,None,None
14,Miller Road,Ellie,O'Neill,35,None,Divorced,Female,Dispensing optician,None,Christian
15,Miller Road,Amelia,Davis-Taylor,26,Head,Single,Female,Art therapist,None,Muslim
15,Miller Road,Martyn,Saunders,21,Partner,Single,Male,University Student,None,Muslim
15,Miller Road,Gareth,Davis-Taylor,3,Son,NA,Male,Child,None,NA
15,Miller Road,Jordan,Cooper,0,Son,NA,Male,Child,None,NA
15,Miller Road,Irene,King,19,Cousin,Single,Female,University Student,None,Catholic
16,Miller Road,Lynn,Cox,43,Head,Married,Female,Television camera operator,None,Christian
16,Miller Road,Marcus,Cox,47,Husband,Married,Male,Dancer,None,Christian
16,Miller Road,Amber,Miah,17,Daughter,NA,Female,Student,None,NA
16,Miller Road,Elaine,Howell,13,Daughter,NA,Female,Student,None,NA
17,Miller Road,Benjamin,Kerr,37,Head,Single,Male,Chartered legal executive (England and Wales),None,Muslim
17,Miller Road,Holly,Morgan,33,Partner,Single,Female,Forensic psychologist,None,Muslim
18,Miller Road,Cameron,Parkes,83,Head,Married,Male,Retired Occupational therapist,None,Methodist
18,Miller Road,Jean,Parkes,82,Wife,Married,Female,Retired Jewellery designer,None,Methodist
19,Miller Road,Jean,Carey,53,Head,Married,Female,Sales executive,None,Christian
19,Miller Road,Glen,Carey,55,Husband,Married,Male,Environmental education officer,None,Christian
19,Miller Road,Chloe,Carey,22,Daughter,Single,Female,University Student,None,None
19,Miller Road,Kate,Carey,10,Daughter,NA,Female,Student,None,NA
20,Miller Road,Gerard,Robertson,56,Head,Married,Male,"Administrator, Civil Service",None,Christian
20,Miller Road,Emily,Robertson,54,Wife,Married,Female,Chartered public finance accountant,Mental Disability,Christian
20,Miller Road,Tony,Robertson,29,Son,Single,Male,"Restaurant manager, fast food",None,Christian
20,Miller Road,Jonathan,Robertson,27,Son,Single,Male,Amenity horticulturist,None,Christian
20,Miller Road,Joanne,Robertson,10,Daughter,NA,Female,Student,None,NA
21,Miller Road,Leon,Roberts,58,Head,Married,Male,Charity fundraiser,None,None
21,Miller Road,Melanie,Roberts,57,Wife,Married,Female,Hydrogeologist,None,None
21,Miller Road,Keith,Roberts,24,Son,Divorced,Male,Translator,None,None
21,Miller Road,Harriet,Davies-Roberts,21,Daughter,Single,Female,University Student,None,None
22,Miller Road,Shirley,Thomas-Davis,53,Head,Single,Female,Patent attorney,None,Christian
22,Miller Road,Wayne,Thomas-Davis,34,Son,Single,Male,"Buyer, industrial",None,Christian
22,Miller Road,Joshua,Thomas-Davis,32,Son,Divorced,Male,Community pharmacist,None,None
22,Miller Road,Dale,Thomas-Davis,32,Son,Single,Male,Film/video editor,None,None
23,Miller Road,Lawrence,Barrett,56,Head,Married,Male,"Designer, interior/spatial",None,Methodist
23,Miller Road,Joanna,Barrett,52,Wife,Married,Female,"Accountant, chartered",None,None
23,Miller Road,Naomi,Barrett,16,Daughter,NA,Female,Student,None,NA
23,Miller Road,Ellie,Barrett,15,Daughter,NA,Female,Student,None,NA
24,Miller Road,Kathleen,Jones,42,Head,Single,Female,Chartered loss adjuster,None,Catholic
24,Miller Road,Heather,Brown,55,None,Single,Female,Social researcher,None,Christian
24,Miller Road,Dale,Jones,58,None,Single,Male,Diagnostic radiographer,None,Christian
25,Miller Road,Jacqueline,Barber,65,Head,Single,Female,Medical technical officer,None,Christian
25,Miller Road,Alan,Barber,37,Son,Single,Male,Outdoor activities/education manager,None,Christian
26,Miller Road,Lindsey,Williams,35,Head,Single,Female,"Accountant, chartered public finance",None,Christian
26,Miller Road,Christopher,Robinson,36,Partner,Single,Male,Clinical embryologist,None,None
26,Miller Road,Philip,Williams,15,Son,NA,Male,Student,None,NA
26,Miller Road,Daniel,Williams,11,Son,NA,Male,Student,None,NA
26,Miller Road,Kerry,Williams,8,Daughter,NA,Female,Student,None,NA
27,Miller Road,Alison,Warren,78,Head,Married,Female,Retired Midwife,None,None
27,Miller Road,Kevin,Warren,81,Husband,Married,Male,Retired Freight forwarder,None,None
27,Miller Road,Victoria,Warren,43,Daughter,Single,Female,Computer games developer,None,None
27,Miller Road,Andrew,Warren,41,Son,Single,Male,"Designer, furniture",None,None
27,Miller Road,Francis,Warren,41,Son,Single,Male,Unemployed,None,None
27,Miller Road,Anthony,Warren,37,Son,Single,Male,Water quality scientist,None,None
28,Miller Road,Kelly,Chamberlain,23,Head,Divorced,Female,Unemployed,None,None
28,Miller Road,Kelly,Chamberlain,6,Daughter,NA,Female,Student,None,NA
28,Miller Road,Gillian,Chamberlain,4,Daughter,NA,Female,Child,None,NA
29,Miller Road,Ashleigh,Potts,40,Head,Divorced,Female,Unemployed,None,Methodist
29,Miller Road,Denise,Potts,12,Daughter,NA,Female,Student,None,NA
29,Miller Road,Lynne,Potts,11,Daughter,NA,Female,Student,None,NA
29,Miller Road,Vincent,Potts,7,Son,NA,Male,Student, ,NA
30,Miller Road,Francis,Cooper,67,Head,Married,Male,Unemployed,None,Christian
30,Miller Road,Sylvia,Cooper,66,Wife,Married,Female,Unemployed,None,Christian
31,Miller Road,Gail,Godfrey,55,Head,Single,Female,"Education officer, museum",None,Catholic
31,Miller Road,Mark,Evans,63,Partner,Single,Male,Publishing copy,None,Catholic
31,Miller Road,Ruth,Godfrey,12,Daughter,NA,Female,Student,None,NA
31,Miller Road,Benjamin,Godfrey,8,Son,NA,Male,Student,None,NA
31,Miller Road,Reece,Godfrey,4,Son,NA,Male,Child,None,NA
32,Miller Road,Kerry,Patel,43,Head,Divorced,Female,Podiatrist,None,None
32,Miller Road,Diana,Patel,15,Daughter,NA,Female,Student,None,NA
32,Miller Road,Joanna,Patel,12,Daughter,NA,Female,Student,None,NA
33,Miller Road,Alan,Sharp,31,Head,Single,Male,Insurance claims handler,None,Muslim
33,Miller Road,Emma,Lawson,31,None,Single,Female,"Engineer, energy",Unknown Infection,Muslim
33,Miller Road,Daniel,Ward,22,None,Single,Male,University Student,None,None
34,Miller Road,Martin,Walker,25,Head,Single,Male,Unemployed,None,None
34,Miller Road,Rita,Andrews,23,Partner,Single,Female,Advice worker,None,None
34,Miller Road,Bernard,Parker,30,Lodger,Divorced,Male,Press sub,None,Catholic
34,Miller Road,Daniel,Martin,43,Lodger,Single,Male,"Surveyor, insurance",None,Catholic
34,Miller Road,Ryan,Dixon,45,Lodger,Single,Male,Translator,None,None
35,Miller Road,Carole,Harding,34,Head,Married,Female,Police officer,None,None
35,Miller Road,Philip,Harding,37,Husband,Married,Male,Unemployed,None,None
35,Miller Road,Paul,Harding,15,Son,NA,Male,Student,None,NA
36,Miller Road,Sheila,Cooper,25,Head,Married,Female,Chief of Staff,None,None
36,Miller Road,Marcus,Cooper,20,Husband,Married,Male,University Student,None,None
36,Miller Road,Diana,Kemp,49,Lodger,Widowed,Female,Geophysical data processor,None,Muslim
36,Miller Road,Reece,Scott,61,Lodger,Single,Male,Chief of Staff,None,Christian
36,Miller Road,Ashleigh,Walton,39,Lodger,Divorced,Female,Marine scientist,None,Methodist
37,Miller Road,Jeremy,Swift,31,Head,Single,Male,"Designer, television/film set",None,None
37,Miller Road,Adrian,Swift,7,Son,NA,Male,Student,None,NA
37,Miller Road,Amy,Swift,5,Daughter,NA,Female,Student,None,NA
38,Miller Road,Victor,Young,27,Head,Single,Male,Engineering geologist,None,Catholic
38,Miller Road,Abbie,Anderson,24,Partner,Single,Female,Ophthalmologist,None,Catholic
1,Pratt Heights,Philip,Barlow,31,Head,Divorced,Male,Unemployed,None,None
2,Pratt Heights,Catherine,Griffiths,45,Head,Single,Female,"Surveyor, quantity",None,Christian
2,Pratt Heights,Ricky,Curtis,41,Partner,Single,Male,"Education officer, museum",None,Christian
2,Pratt Heights,Gillian,Griffiths,12,Daughter,NA,Female,Student,None,NA
3,Pratt Heights,Jemma,Graham,37,Head,Single,Female,Medical secretary,None,Catholic
4,Pratt Heights,Suzanne,Oliver,32,Head,Single,Female,Theatre stage manager,None,None
5,Pratt Heights,Bradley,Hughes,23,Head,Single,Male,Colour technologist,None,Catholic
6,Pratt Heights,Rita,Bennett,29,Head,Single,Female,Unemployed,None,None
7,Pratt Heights,Derek,Bruce,71,Head,Widowed,Male,Retired Surgeon,None,Christian
7,Pratt Heights,Carol,Campbell,1,Granddaughter,NA,Female,Child,None,NA
8,Pratt Heights,Keith,Wallace,68,Head,Married,Male,Retired Medical secretary,None,Christian
8,Pratt Heights,Carole,Wallace,64,Wife,Married,Female,Sub,None,None
9,Pratt Heights,Valerie,Jones,31,Head,Single,Female,Immunologist,None,None
10,Pratt Heights,Hannah,Moore,80,Head,Widowed,Female,"Retired Accountant, chartered certified",None,Christian
11,Pratt Heights,Leanne,Brown,68,Head,Single,Female,Retired Recycling officer,None,Catholic
12,Pratt Heights,Dennis,Stevens,53,Head,Single,Male,Barista,None,Catholic
12,Pratt Heights,Marc,Elliott,27,None,Single,Male,Management consultant,None,Catholic
13,Pratt Heights,Simon,Walker,18,Head,Married,Male,Student,None,NA
13,Pratt Heights,Nicola,Walker,19,Wife,Married,Female,University Student,None,NA
14,Pratt Heights,Donna,Rice,32,Head,Single,Female,Financial manager,None,Christian
15,Pratt Heights,Georgina,Bishop,35,Head,Single,Female,Passenger transport manager,None,Christian
15,Pratt Heights,Abigail,Bishop,6,Daughter,NA,Female,Student,None,NA
16,Pratt Heights,Ross,Owen,81,Head,Widowed,Male,"Retired Sales professional, IT",None,Christian
17,Pratt Heights,Gillian,Reid,22,Head,Married,Female,University Student,None,Catholic
17,Pratt Heights,Kieran,Reid,19,Husband,Married,Male,"Teacher, early years/pre",None,None
18,Pratt Heights,Mandy,Buckley,34,Head,Married,Female,Unemployed,None,Christian
18,Pratt Heights,Bruce,Buckley,36,Husband,Married,Male,"Embryologist, clinical",None,Christian
19,Pratt Heights,Kenneth,Bird,52,Head,Divorced,Male,Printmaker,None,Christian
20,Pratt Heights,Lynn,Andrews,40,Head,Single,Female,Unemployed,None,Christian
20,Pratt Heights,Jay,Andrews,1,Son,NA,Male,Child,None,NA
21,Pratt Heights,Natasha,Turner,46,Head,Married,Female,Special educational needs teacher,None,Catholic
21,Pratt Heights,Mathew,Turner,48,Husband,Married,Male,Surgeon,None,Catholic
22,Pratt Heights,Robin,Williams,35,Head,Single,Male,Unemployed,None,None
22,Pratt Heights,Ronald,Williams,0,Son,NA,Male,Child,None,NA
23,Pratt Heights,Lydia,Clarke,51,Head,Divorced,Female,Building control surveyor,None,Christian
23,Pratt Heights,Mohamed,Clarke,15,Son,NA,Male,Student,None,NA
23,Pratt Heights,Robin,Clarke,7,Son,NA,Male,Student,None,NA
24,Pratt Heights,Marion,Evans,18,Head,Single,Female,Student,None,NA
25,Pratt Heights,Shirley,Smith,32,Head,Single,Female,"Runner, broadcasting/film/video",None,Methodist
25,Pratt Heights,Julian,Smith,3,Son,NA,Male,Child,None,NA
26,Pratt Heights,Jeremy,Power,75,Head,Married,Male,Retired Market researcher,None,Christian
26,Pratt Heights,Samantha,Power,74,Wife,Married,Female,Retired Stage manager,None,Christian
1,Cox Spring,June,Moore,34,Head,Single,Female,Unemployed,None,Christian
1,Cox Spring,Yvonne,Moore,2,Daughter,NA,Female,Child,None,NA
2,Cox Spring,Irene,Townsend,33,Head,Single,Female,Dramatherapist,None,Catholic
2,Cox Spring,Justin,Townsend,13,Step-Son,NA,Male,Student,None,NA
3,Cox Spring,Andrea,Holloway,28,Head,Married,Female,Systems analyst,None,None
3,Cox Spring,Frederick,Holloway,29,Husband,Married,Male,"Administrator, arts",None,None
4,Cox Spring,Vanessa,McCarthy,49,Head,Divorced,Female,Forest/woodland manager,None,Christian
4,Cox Spring,Martyn,McCarthy,10,Son,NA,Male,Student,None,NA
5,Cox Spring,Deborah,Cook-Reeves,50,Head,Single,Female,English as a second language teacher,None,Methodist
5,Cox Spring,Iain,Cook-Reeves,18,Son,Single,Male,Student,None,Methodist
